location,temperature,charging_sessions_last_30d,firmware_version,cable_wear_indicator,voltage_instability_index,maintenance_type,next_maintenance_days
Location A,9.44,65,v2.0,0.24,0.48,No Maintenance Needed,203.09
Location D,34.26,69,v1.1,0.5,0.65,Software Update/Reset,13.68
Location D,27.81,56,v2.0,0.29,1.01,No Maintenance Needed,248.41
Location D,37.62,60,v2.1,0.52,0.29,No Maintenance Needed,307.61
Location D,19.24,61,v1.2,0.67,0.83,No Maintenance Needed,301.87
Location C,2.59,57,v2.0,0.78,0.56,No Maintenance Needed,223.46
Location C,30.23,58,v2.1,0.71,0.47,No Maintenance Needed,213.68
Location B,30.33,57,v1.0,0.21,0.67,Software Update/Reset,21.25
Location D,14.47,64,v1.0,0.12,0.59,Software Update/Reset,40.69
Location C,20.17,66,v1.2,0.54,1.26,No Maintenance Needed,282.74
Location A,50.04,59,v2.0,0.2,1.82,No Maintenance Needed,327.19
Location D,25.56,55,v1.2,0.08,0.83,No Maintenance Needed,260.48
Location B,33.85,71,v1.2,0.53,0.74,Connector Cleaning/Repair,40.12
Location B,22.79,59,v2.0,0.33,0.81,No Maintenance Needed,241.66
Location B,11.28,44,v1.0,0.76,0.57,Software Update/Reset,35.84
Location A,26.64,59,v2.1,0.31,0.52,No Maintenance Needed,337.25
Location C,25.88,57,v1.1,0.98,0.44,Cable Inspection/Replacement,15.71
Location A,24.8,61,v2.1,0.76,0.51,No Maintenance Needed,211.57
Location D,27.08,67,v1.1,0.06,2.26,Software Update/Reset,41.62
Location B,30.11,61,v1.1,0.51,0.71,Software Update/Reset,19.44
Location A,26.8,47,v1.1,0.56,0.23,Software Update/Reset,41.1
Location A,17.89,73,v2.1,0.7,0.75,Connector Cleaning/Repair,31.46
Location C,31.89,55,v1.0,0.5,0.45,Software Update/Reset,34.04
Location C,12.41,61,v2.0,0.48,1.03,No Maintenance Needed,302.51
Location B,11.6,58,v2.0,0.37,0.98,No Maintenance Needed,291.98
Location A,33.91,66,v2.0,0.27,1.03,No Maintenance Needed,351.48
Location A,32.06,63,v1.2,0.95,0.98,Cable Inspection/Replacement,19.5
Location C,27.54,60,v2.1,0.32,0.83,No Maintenance Needed,243.1
Location A,16.84,48,v2.0,0.06,0.48,No Maintenance Needed,274.2
Location A,22.34,56,v1.2,0.17,0.96,No Maintenance Needed,327.46
Location A,25.9,73,v2.0,0.86,1.66,Connector Cleaning/Repair,57.39
Location C,15.23,73,v2.1,0.59,2.48,Power Supply Unit Fault,6.16
Location B,22.09,61,v2.1,0.78,0.89,No Maintenance Needed,198.49
Location D,33.22,67,v1.2,0.81,0.94,No Maintenance Needed,220.26
Location B,39.42,54,v2.0,0.82,1.28,No Maintenance Needed,191.77
Location D,24.64,60,v1.2,0.55,2.11,No Maintenance Needed,211.06
Location A,34.05,51,v1.2,0.18,0.78,No Maintenance Needed,223.12
Location B,12.69,70,v1.1,0.15,1.41,Software Update/Reset,44.25
Location D,33.28,70,v1.1,0.57,0.66,Software Update/Reset,42.59
Location C,21.57,51,v2.0,0.37,1.18,No Maintenance Needed,238.64
Location C,30.46,59,v2.0,0.56,1.62,No Maintenance Needed,258.6
Location B,26.02,67,v1.1,0.5,0.52,Software Update/Reset,40.97
Location B,38.56,76,v1.2,0.6,0.77,Connector Cleaning/Repair,20.49
Location A,21.0,53,v1.2,0.03,1.61,No Maintenance Needed,255.97
Location B,33.02,49,v2.1,0.03,1.36,No Maintenance Needed,205.55
Location A,25.76,53,v2.0,0.72,1.68,No Maintenance Needed,302.71
Location A,26.73,49,v1.2,0.19,1.53,No Maintenance Needed,350.26
Location C,26.53,64,v2.1,0.65,0.84,No Maintenance Needed,294.84
Location C,21.23,65,v1.2,0.55,3.0,Power Supply Unit Fault,2.07
Location D,27.89,49,v2.0,0.98,1.07,Cable Inspection/Replacement,18.1
Location C,27.5,50,v2.1,0.84,0.22,No Maintenance Needed,205.33
Location C,29.93,66,v1.2,0.41,0.87,No Maintenance Needed,322.52
Location B,28.68,62,v2.0,0.62,0.79,No Maintenance Needed,274.49
Location C,34.38,54,v1.1,0.12,1.49,Software Update/Reset,32.45
Location D,35.39,67,v1.1,0.39,0.8,Software Update/Reset,41.42
Location B,19.6,64,v2.0,0.73,1.73,No Maintenance Needed,316.94
Location D,34.95,61,v2.1,0.62,1.32,No Maintenance Needed,252.79
Location C,18.51,54,v1.2,0.48,0.61,No Maintenance Needed,300.8
Location D,32.7,70,v2.1,0.18,0.93,Connector Cleaning/Repair,21.49
Location B,32.96,61,v2.1,0.8,0.68,No Maintenance Needed,290.35
Location A,12.71,58,v1.1,0.27,1.1,Software Update/Reset,10.63
Location D,28.74,68,v1.2,0.82,0.68,No Maintenance Needed,230.2
Location D,24.25,59,v2.0,0.61,1.04,No Maintenance Needed,231.92
Location B,21.93,62,v2.0,0.37,0.87,No Maintenance Needed,360.14
Location B,38.81,71,v1.0,0.04,0.93,Software Update/Reset,42.62
Location D,22.77,58,v2.1,0.23,2.79,Power Supply Unit Fault,6.14
Location C,21.55,58,v2.0,0.89,0.84,No Maintenance Needed,286.87
Location D,28.61,61,v1.2,0.82,0.38,No Maintenance Needed,355.53
Location B,33.48,69,v2.0,0.57,1.66,Connector Cleaning/Repair,45.63
Location A,26.87,59,v1.0,0.47,1.66,Software Update/Reset,29.2
Location A,37.33,72,v1.2,0.65,0.37,Connector Cleaning/Repair,58.82
Location C,32.25,52,v2.1,0.47,0.7,No Maintenance Needed,351.79
Location D,10.57,67,v2.0,0.64,1.24,No Maintenance Needed,288.36
Location A,23.76,65,v1.2,0.31,1.3,No Maintenance Needed,225.07
Location D,23.51,58,v2.0,0.84,1.0,No Maintenance Needed,260.57
Location B,31.83,54,v2.0,0.7,1.01,No Maintenance Needed,184.13
Location A,7.0,55,v1.2,0.33,0.63,No Maintenance Needed,212.03
Location C,48.39,60,v1.0,0.83,0.3,Software Update/Reset,34.43
Location B,32.25,65,v2.0,0.49,2.79,Power Supply Unit Fault,3.82
Location C,29.19,61,v2.0,0.17,0.62,No Maintenance Needed,243.1
Location B,37.45,63,v1.0,0.08,1.09,Software Update/Reset,16.17
Location A,46.75,63,v1.0,0.7,0.92,Software Update/Reset,23.45
Location C,34.97,52,v1.1,0.87,1.57,Software Update/Reset,31.97
Location C,35.59,73,v1.2,0.81,1.06,Connector Cleaning/Repair,46.66
Location B,29.05,55,v2.0,0.66,1.08,No Maintenance Needed,343.25
Location C,26.87,73,v1.1,0.14,0.27,Software Update/Reset,39.26
Location B,24.19,68,v1.1,0.09,0.66,Software Update/Reset,33.28
Location B,21.39,66,v2.0,0.35,1.45,No Maintenance Needed,202.63
Location B,22.5,74,v1.1,0.85,1.39,Software Update/Reset,16.6
Location B,17.2,52,v1.2,0.96,0.62,Cable Inspection/Replacement,16.61
Location A,27.39,61,v2.1,0.24,0.45,No Maintenance Needed,312.65
Location B,14.52,55,v2.0,0.76,1.07,No Maintenance Needed,184.65
Location D,29.53,69,v2.0,0.57,0.23,Connector Cleaning/Repair,58.65
Location C,27.71,63,v1.2,0.03,0.56,No Maintenance Needed,343.53
Location D,29.18,55,v1.0,0.54,2.41,Power Supply Unit Fault,1.8
Location A,23.82,58,v2.0,0.81,2.06,No Maintenance Needed,338.26
Location D,52.61,53,v2.0,0.28,1.28,No Maintenance Needed,255.84
Location C,38.88,58,v1.1,0.9,1.17,Cable Inspection/Replacement,19.22
Location D,18.04,62,v1.2,0.24,0.38,No Maintenance Needed,312.45
Location A,29.86,48,v2.1,0.08,0.69,No Maintenance Needed,279.89
Location B,23.14,57,v1.1,0.16,0.86,Software Update/Reset,23.46
Location D,19.88,58,v1.2,0.84,0.7,No Maintenance Needed,242.28
Location A,17.28,66,v1.2,0.42,0.84,No Maintenance Needed,349.85
Location A,31.46,73,v2.0,0.8,1.91,Connector Cleaning/Repair,36.46
Location C,22.55,59,v2.0,0.53,0.76,No Maintenance Needed,229.71
Location C,35.74,57,v2.0,0.48,0.84,No Maintenance Needed,199.43
Location D,35.95,66,v1.2,0.81,1.45,No Maintenance Needed,287.52
Location B,38.99,74,v1.0,0.42,0.49,Software Update/Reset,32.06
Location A,21.18,60,v1.2,0.8,0.66,No Maintenance Needed,323.08
Location D,31.8,54,v2.0,0.1,0.69,No Maintenance Needed,348.27
Location A,33.06,56,v2.0,0.64,1.03,No Maintenance Needed,231.04
Location A,24.21,58,v2.1,0.7,0.84,No Maintenance Needed,310.77
Location B,21.83,73,v1.2,0.9,0.85,Cable Inspection/Replacement,15.34
Location B,40.88,59,v2.0,0.22,0.72,No Maintenance Needed,300.34
Location D,29.82,63,v2.0,0.6,0.59,No Maintenance Needed,257.29
Location B,33.09,48,v1.1,0.43,1.36,Software Update/Reset,36.81
Location B,21.42,59,v1.2,0.38,0.84,No Maintenance Needed,349.37
Location D,18.25,56,v2.0,0.11,1.36,No Maintenance Needed,284.47
Location B,23.44,72,v2.1,0.13,0.57,Connector Cleaning/Repair,29.17
Location C,27.01,64,v1.2,0.84,0.72,No Maintenance Needed,276.39
Location A,19.49,49,v2.1,0.75,0.9,No Maintenance Needed,228.92
Location A,27.92,49,v2.0,0.38,0.94,No Maintenance Needed,188.95
Location A,14.49,61,v1.1,0.83,1.46,Software Update/Reset,31.97
Location A,19.04,50,v1.1,0.08,0.81,Software Update/Reset,20.18
Location D,33.37,63,v1.1,0.62,1.45,Software Update/Reset,34.6
Location A,32.83,61,v1.2,0.87,1.21,No Maintenance Needed,358.61
Location A,24.86,57,v1.0,0.84,0.95,Software Update/Reset,37.15
Location A,19.86,73,v1.2,0.37,0.62,Connector Cleaning/Repair,43.41
Location A,19.78,48,v2.1,0.75,1.46,No Maintenance Needed,354.47
Location C,25.01,54,v2.0,0.43,0.63,No Maintenance Needed,283.08
Location A,33.16,63,v2.0,0.84,0.99,No Maintenance Needed,335.29
Location C,35.43,54,v1.1,0.53,0.97,Software Update/Reset,25.14
Location D,24.03,67,v1.2,0.76,0.9,No Maintenance Needed,249.62
Location B,18.77,52,v1.1,0.08,0.82,Software Update/Reset,38.08
Location A,30.14,51,v2.0,0.59,0.66,No Maintenance Needed,307.24
Location B,21.41,57,v1.1,0.55,0.45,Software Update/Reset,26.14
Location B,23.85,50,v1.2,0.61,2.02,No Maintenance Needed,351.89
Location D,38.6,60,v2.0,0.7,0.78,No Maintenance Needed,210.71
Location B,34.62,61,v2.0,0.92,0.94,Cable Inspection/Replacement,19.47
Location C,29.26,58,v2.0,0.79,0.94,No Maintenance Needed,220.63
Location B,17.82,50,v1.1,0.22,1.73,Software Update/Reset,37.54
Location B,29.69,71,v1.2,0.83,2.63,Power Supply Unit Fault,4.5
Location B,36.5,49,v2.0,0.12,1.08,No Maintenance Needed,242.28
Location A,24.99,62,v2.0,0.62,0.92,No Maintenance Needed,295.08
Location A,38.81,57,v1.2,0.88,0.57,No Maintenance Needed,248.4
Location C,38.34,45,v1.0,0.1,0.49,Software Update/Reset,37.5
Location C,41.31,67,v2.0,0.85,0.41,No Maintenance Needed,341.59
Location A,30.44,47,v2.1,0.8,0.67,No Maintenance Needed,323.25
Location C,32.7,55,v2.0,0.5,0.35,No Maintenance Needed,218.24
Location A,39.31,54,v2.0,0.31,1.72,No Maintenance Needed,236.8
Location D,31.58,65,v2.0,0.41,1.24,No Maintenance Needed,251.58
Location B,23.99,59,v1.1,0.97,0.88,Cable Inspection/Replacement,14.08
Location B,24.41,68,v1.0,0.2,1.74,Software Update/Reset,44.45
Location C,29.91,72,v2.0,0.58,0.59,Connector Cleaning/Repair,33.16
Location A,17.68,62,v1.2,0.08,0.66,No Maintenance Needed,182.98
Location A,26.85,56,v2.0,0.22,0.38,No Maintenance Needed,316.03
Location C,36.77,42,v2.0,0.76,1.47,No Maintenance Needed,329.44
Location A,10.47,65,v2.1,0.3,0.67,No Maintenance Needed,336.43
Location D,40.28,51,v2.0,0.99,1.01,Cable Inspection/Replacement,8.34
Location B,36.98,52,v1.2,0.5,1.65,No Maintenance Needed,248.1
Location C,24.32,53,v1.1,0.52,1.98,Software Update/Reset,31.59
Location C,32.35,69,v1.2,0.04,0.99,Connector Cleaning/Repair,21.18
Location A,28.03,62,v2.0,0.96,1.21,Cable Inspection/Replacement,5.86
Location C,37.84,61,v1.0,0.17,0.64,Software Update/Reset,43.43
Location D,35.86,70,v2.1,0.54,2.32,Power Supply Unit Fault,5.88
Location A,16.8,56,v2.1,0.4,0.92,No Maintenance Needed,323.25
Location A,32.7,63,v2.0,0.42,1.04,No Maintenance Needed,228.08
Location A,26.35,59,v1.2,0.64,0.82,No Maintenance Needed,223.79
Location A,28.66,51,v1.1,0.66,1.82,Software Update/Reset,41.74
Location D,22.17,46,v1.1,0.15,1.1,Software Update/Reset,33.46
Location A,41.99,56,v1.0,0.5,1.46,Software Update/Reset,10.68
Location C,36.32,66,v1.2,0.79,1.19,No Maintenance Needed,302.46
Location D,22.08,64,v1.0,0.44,0.9,Software Update/Reset,29.84
Location B,17.32,60,v2.0,0.17,1.59,No Maintenance Needed,238.2
Location B,24.91,69,v1.2,0.31,1.19,Connector Cleaning/Repair,59.75
Location C,31.48,55,v1.1,0.21,0.62,Software Update/Reset,24.14
Location C,29.92,64,v2.0,0.13,0.61,No Maintenance Needed,280.17
Location D,38.03,40,v2.1,0.38,1.08,No Maintenance Needed,226.98
Location B,34.32,56,v2.0,0.54,1.57,No Maintenance Needed,284.49
Location B,35.76,54,v1.2,0.07,2.27,No Maintenance Needed,304.07
Location B,30.61,52,v2.0,0.6,0.41,No Maintenance Needed,290.54
Location B,16.89,75,v2.0,0.99,1.01,Cable Inspection/Replacement,11.88
Location B,26.43,53,v2.0,0.96,1.28,Cable Inspection/Replacement,12.81
Location A,36.48,75,v1.1,0.83,1.16,Software Update/Reset,17.6
Location C,27.59,67,v2.0,0.27,1.66,No Maintenance Needed,211.57
Location A,32.02,69,v1.2,0.02,1.39,Connector Cleaning/Repair,35.78
Location B,25.45,54,v2.1,0.83,0.61,No Maintenance Needed,203.63
Location D,19.76,68,v1.1,0.06,0.6,Software Update/Reset,26.38
Location D,27.01,54,v2.1,0.21,1.17,No Maintenance Needed,202.98
Location B,30.47,51,v2.1,0.54,1.64,No Maintenance Needed,315.45
Location B,22.75,56,v1.1,0.18,1.07,Software Update/Reset,22.8
Location D,26.11,40,v2.1,0.83,0.45,No Maintenance Needed,208.4
Location A,20.48,71,v1.0,0.78,0.59,Software Update/Reset,44.51
Location A,36.95,58,v1.1,0.76,1.41,Software Update/Reset,43.62
Location B,25.64,57,v1.2,0.82,0.84,No Maintenance Needed,206.29
Location A,39.62,54,v2.1,0.22,1.06,No Maintenance Needed,219.78
Location D,40.23,58,v1.2,0.73,1.7,No Maintenance Needed,231.6
Location A,27.35,62,v2.0,0.36,0.55,No Maintenance Needed,221.74
Location B,19.93,54,v2.0,0.67,0.81,No Maintenance Needed,282.68
Location D,11.31,54,v2.1,0.12,0.77,No Maintenance Needed,304.29
Location A,16.22,60,v2.0,0.71,1.19,No Maintenance Needed,322.99
Location C,17.01,77,v1.1,0.97,1.47,Cable Inspection/Replacement,15.07
Location D,39.03,56,v1.2,0.04,0.48,No Maintenance Needed,343.77
Location D,28.93,51,v1.0,0.09,1.0,Software Update/Reset,18.67
Location C,31.12,66,v2.0,0.12,1.54,No Maintenance Needed,295.5
Location C,10.24,61,v1.1,0.43,0.4,Software Update/Reset,26.17
Location D,18.42,61,v1.1,0.29,0.97,Software Update/Reset,43.41
Location C,35.1,62,v2.0,0.81,0.54,No Maintenance Needed,251.62
Location B,30.29,64,v1.2,0.47,0.73,No Maintenance Needed,201.44
Location B,26.82,61,v2.0,0.48,0.29,No Maintenance Needed,259.94
Location B,32.52,57,v1.2,0.72,2.01,No Maintenance Needed,282.74
Location D,41.09,71,v1.0,0.36,0.84,Software Update/Reset,29.14
Location C,26.23,75,v1.2,0.35,0.67,Connector Cleaning/Repair,45.73
Location C,28.55,65,v1.2,0.76,1.18,No Maintenance Needed,247.69
Location A,29.54,59,v2.0,0.78,0.59,No Maintenance Needed,235.44
Location A,47.14,52,v1.2,0.01,0.57,No Maintenance Needed,238.64
Location C,11.21,64,v1.2,0.14,2.13,No Maintenance Needed,191.64
Location C,33.47,71,v2.0,0.21,2.47,Power Supply Unit Fault,1.84
Location C,27.08,61,v2.0,0.35,0.74,No Maintenance Needed,208.46
Location D,32.53,66,v2.0,0.29,1.71,No Maintenance Needed,296.7
Location C,22.74,62,v2.1,0.67,1.19,No Maintenance Needed,311.76
Location A,27.61,75,v2.0,0.83,0.49,Connector Cleaning/Repair,42.94
Location D,33.69,62,v1.2,0.19,0.63,No Maintenance Needed,292.91
Location C,52.9,59,v2.0,0.56,2.17,No Maintenance Needed,243.56
Location A,34.46,59,v2.0,0.37,0.49,No Maintenance Needed,312.65
Location D,21.22,60,v1.1,0.51,3.13,Power Supply Unit Fault,2.77
Location C,24.61,41,v1.2,0.62,0.75,No Maintenance Needed,337.87
Location C,24.37,53,v1.1,0.89,2.2,Cable Inspection/Replacement,12.58
Location C,13.63,60,v1.1,0.19,0.86,Software Update/Reset,24.12
Location D,25.36,49,v1.1,0.09,1.49,Software Update/Reset,10.51
Location A,33.86,68,v1.0,0.63,2.01,Software Update/Reset,44.29
Location A,17.81,65,v2.0,0.39,2.0,No Maintenance Needed,292.17
Location B,36.39,54,v2.1,0.16,0.75,No Maintenance Needed,271.38
Location C,31.9,59,v2.0,0.12,0.65,No Maintenance Needed,257.32
Location B,22.13,70,v2.0,0.56,0.96,Connector Cleaning/Repair,42.72
Location B,26.87,66,v1.1,0.3,0.52,Software Update/Reset,42.9
Location A,40.79,57,v2.1,1.0,1.13,Cable Inspection/Replacement,19.55
Location D,33.87,62,v2.0,0.41,0.66,No Maintenance Needed,269.36
Location D,28.07,49,v1.0,0.21,1.72,Software Update/Reset,27.5
Location A,26.1,57,v1.1,0.63,0.75,Software Update/Reset,44.8
Location D,28.61,73,v1.2,0.24,0.42,Connector Cleaning/Repair,54.79
Location B,23.91,61,v1.0,0.49,2.01,Software Update/Reset,11.62
Location C,11.16,66,v1.2,0.48,1.1,No Maintenance Needed,332.72
Location A,44.34,63,v1.0,0.45,1.01,Software Update/Reset,11.59
Location C,29.24,69,v1.1,0.8,1.73,Software Update/Reset,43.59
Location D,31.19,58,v1.1,0.22,1.55,Software Update/Reset,17.32
Location C,27.54,57,v2.1,0.9,0.68,Cable Inspection/Replacement,6.55
Location D,22.12,49,v1.1,0.79,0.8,Software Update/Reset,42.4
Location D,26.51,46,v1.1,0.33,0.57,Software Update/Reset,41.9
Location B,15.2,48,v2.0,0.18,0.48,No Maintenance Needed,338.54
Location D,46.22,54,v2.0,0.28,1.34,No Maintenance Needed,322.0
Location B,18.12,70,v1.2,0.33,1.22,Connector Cleaning/Repair,54.87
Location B,19.74,54,v2.0,0.56,1.46,No Maintenance Needed,257.93
Location B,24.48,67,v1.2,0.05,1.9,No Maintenance Needed,240.82
Location A,38.3,61,v1.1,0.91,1.47,Cable Inspection/Replacement,16.9
Location A,28.12,66,v1.2,0.1,1.54,No Maintenance Needed,274.98
Location D,18.11,62,v2.0,0.28,0.35,No Maintenance Needed,331.22
Location B,38.03,55,v1.2,0.11,0.86,No Maintenance Needed,343.32
Location A,33.85,64,v2.0,0.26,1.62,No Maintenance Needed,228.2
Location B,32.31,60,v1.1,0.84,0.56,Software Update/Reset,26.24
Location C,33.73,59,v2.0,0.62,1.05,No Maintenance Needed,339.62
Location C,47.15,63,v1.2,0.23,1.3,No Maintenance Needed,246.35
Location C,45.48,61,v1.2,0.87,1.25,No Maintenance Needed,321.85
Location D,22.51,67,v2.0,0.8,1.2,No Maintenance Needed,332.4
Location B,40.99,59,v2.0,0.75,1.35,No Maintenance Needed,276.48
Location C,31.07,42,v1.1,0.85,1.09,Software Update/Reset,10.63
Location A,31.99,58,v2.0,0.62,0.48,No Maintenance Needed,286.71
Location C,14.46,75,v2.0,0.5,1.29,Connector Cleaning/Repair,27.18
Location C,26.64,55,v1.1,0.37,1.15,Software Update/Reset,44.24
Location C,21.5,68,v2.1,0.22,0.48,No Maintenance Needed,323.86
Location D,34.62,54,v2.0,0.56,1.99,No Maintenance Needed,237.19
Location A,36.57,60,v1.2,0.89,1.31,No Maintenance Needed,281.64
Location B,11.4,71,v1.1,0.59,0.5,Software Update/Reset,29.92
Location A,27.82,72,v2.0,0.92,0.66,Cable Inspection/Replacement,14.68
Location B,36.97,72,v1.1,0.36,0.75,Software Update/Reset,26.89
Location D,26.51,53,v1.2,0.7,0.75,No Maintenance Needed,262.24
Location D,33.83,58,v1.2,0.65,1.16,No Maintenance Needed,290.15
Location D,30.81,76,v2.0,0.67,0.61,Connector Cleaning/Repair,32.33
Location D,30.73,59,v1.1,0.65,1.76,Software Update/Reset,23.67
Location B,25.83,59,v2.0,0.22,1.69,No Maintenance Needed,284.66
Location C,18.27,67,v1.2,0.14,1.36,No Maintenance Needed,304.65
Location B,19.03,57,v1.2,0.98,1.02,Cable Inspection/Replacement,17.6
Location A,33.67,61,v2.0,0.05,1.6,No Maintenance Needed,291.0
Location D,28.16,62,v2.0,0.47,0.87,No Maintenance Needed,227.84
Location D,26.89,55,v1.2,0.43,0.7,No Maintenance Needed,180.19
Location A,24.61,54,v1.2,0.36,1.81,No Maintenance Needed,310.36
Location B,25.56,61,v1.2,0.78,1.17,No Maintenance Needed,207.63
Location C,36.38,62,v2.0,0.75,0.71,No Maintenance Needed,274.94
Location C,25.32,58,v1.2,0.91,0.81,Cable Inspection/Replacement,18.48
Location A,17.27,59,v2.0,0.4,0.69,No Maintenance Needed,228.5
Location C,33.95,43,v2.0,0.56,2.75,Power Supply Unit Fault,6.57
Location B,26.36,62,v1.1,0.89,1.0,Cable Inspection/Replacement,13.37
Location B,28.25,61,v1.2,0.99,1.08,Cable Inspection/Replacement,19.38
Location A,40.86,59,v1.1,0.97,1.43,Cable Inspection/Replacement,18.72
Location B,27.84,50,v1.2,0.72,0.54,No Maintenance Needed,214.69
Location D,30.31,56,v2.0,0.14,1.73,No Maintenance Needed,274.17
Location A,18.57,64,v2.0,0.02,0.74,No Maintenance Needed,258.82
Location B,26.24,61,v2.0,0.83,2.5,Power Supply Unit Fault,4.52
Location A,32.88,75,v1.1,0.84,0.86,Software Update/Reset,20.03
Location C,15.56,65,v2.1,0.75,1.68,No Maintenance Needed,273.85
Location B,29.61,63,v1.2,0.28,0.29,No Maintenance Needed,246.68
Location D,28.81,67,v1.2,0.64,0.56,No Maintenance Needed,220.89
Location B,28.33,75,v2.0,0.32,0.86,Connector Cleaning/Repair,41.67
Location A,36.3,64,v2.0,0.45,0.36,No Maintenance Needed,238.22
Location A,30.68,83,v1.2,0.38,1.35,Connector Cleaning/Repair,59.39
Location B,39.82,60,v2.0,0.91,1.17,Cable Inspection/Replacement,19.14
Location D,20.05,56,v2.0,0.23,0.61,No Maintenance Needed,193.87
Location D,29.09,50,v2.0,0.58,0.99,No Maintenance Needed,335.16
Location D,28.68,70,v1.0,0.36,1.5,Software Update/Reset,35.57
Location A,19.45,56,v2.0,0.66,0.35,No Maintenance Needed,338.61
Location B,35.65,47,v2.0,0.56,0.53,No Maintenance Needed,206.61
Location C,46.6,51,v2.0,0.92,0.85,Cable Inspection/Replacement,14.85
Location A,27.86,65,v2.0,0.1,1.01,No Maintenance Needed,285.59
Location D,32.04,65,v2.1,0.22,0.97,No Maintenance Needed,316.84
Location B,28.68,49,v1.2,0.77,1.56,No Maintenance Needed,308.96
Location D,22.29,59,v1.0,0.37,1.27,Software Update/Reset,40.61
Location C,13.43,60,v1.2,0.17,1.42,No Maintenance Needed,258.44
Location D,22.35,55,v1.0,0.5,0.5,Software Update/Reset,11.92
Location D,16.86,61,v1.1,0.65,1.08,Software Update/Reset,42.17
Location C,41.63,57,v2.0,0.04,0.86,No Maintenance Needed,216.93
Location B,27.08,64,v1.2,0.29,2.08,No Maintenance Needed,268.84
Location A,25.23,56,v2.0,0.81,1.09,No Maintenance Needed,354.61
Location B,35.11,48,v2.0,0.52,0.72,No Maintenance Needed,254.88
Location C,19.03,66,v1.2,0.04,1.53,No Maintenance Needed,333.41
Location D,21.87,59,v2.1,0.28,1.33,No Maintenance Needed,254.5
Location B,28.54,74,v1.0,0.64,0.66,Software Update/Reset,24.31
Location A,36.23,52,v2.0,0.2,0.84,No Maintenance Needed,254.5
Location C,32.01,79,v2.0,0.83,0.85,Connector Cleaning/Repair,37.57
Location B,29.99,64,v1.2,0.68,1.85,No Maintenance Needed,219.24
Location A,28.62,57,v1.1,0.47,1.11,Software Update/Reset,19.09
